account_id,transaction_date,total_debit_amount,total_credit_amount,net_amount,transaction_count,distinct_merchants,top_category,currencies,updated_at
ACC-1004,2024-01-22,2214.61,0.00,-2214.61,1,1,electronics,USD,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-01-26,22.77,0.00,-22.77,1,1,electronics,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-02-07,0.00,4492.50,4492.50,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-02-14,0.00,6253.38,6253.38,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-02-17,450.97,0.00,-450.97,1,1,transportation,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-02-19,131.53,0.00,-131.53,1,1,electronics,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-02-28,587.73,0.00,-587.73,1,1,transfer,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-03-18,229.71,0.00,-229.71,1,1,electronics,USD,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-03-19,92.43,0.00,-92.43,1,1,payroll,USD,2026-09-18 04:17:43.226021+00:00
ACC-1004,2024-03-23,856.89,0.00,-856.89,1,1,retail,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-01-01,0.00,4070.01,4070.01,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-01-10,318.94,0.00,-318.94,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-01-12,0.00,453.78,453.78,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-01-21,1889.30,0.00,-1889.30,1,1,retail,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-01-22,2743.76,0.00,-2743.76,1,1,e-commerce,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-01-28,108.35,0.00,-108.35,1,1,travel,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-02-14,0.00,3023.35,3023.35,1,1,,CHF,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-02-17,92.31,0.00,-92.31,1,1,travel,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-02-18,0.00,838.94,838.94,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-02-27,0.00,1183.83,1183.83,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-10,4955.16,0.00,-4955.16,1,1,electronics,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-14,44.39,0.00,-44.39,1,1,travel,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-18,0.00,4583.15,4583.15,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-19,0.00,3570.69,3570.69,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-23,675.31,0.00,-675.31,2,2,groceries,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-24,171.25,2323.05,2151.80,2,2,electronics,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-26,829.75,0.00,-829.75,1,1,travel,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-27,0.00,7232.54,7232.54,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-28,0.00,3759.32,3759.32,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1005,2024-03-30,491.19,2763.53,2272.34,2,2,travel,"CAD,EUR",2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-01-03,2698.43,0.00,-2698.43,1,1,entertainment,USD,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-01-08,1382.73,0.00,-1382.73,1,1,travel,USD,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-01-23,0.00,7172.05,7172.05,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-02-02,36.61,0.00,-36.61,1,1,retail,USD,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-02-16,150.64,0.00,-150.64,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-03-03,1196.07,0.00,-1196.07,2,2,electronics,"GBP,USD",2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-03-11,3295.08,0.00,-3295.08,1,1,retail,USD,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-03-15,0.00,3826.12,3826.12,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-03-20,0.00,6997.75,6997.75,1,1,,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-03-24,181.06,5073.34,4892.28,2,2,transportation,"USD,EUR",2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-03-25,680.31,0.00,-680.31,1,1,electronics,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1006,2024-03-29,4882.41,0.00,-4882.41,2,2,travel,"USD,EUR",2026-09-18 04:17:43.226021+00:00
ACC-1007,2024-01-02,675.68,0.00,-675.68,1,1,entertainment,USD,2026-09-18 04:17:43.226021+00:00
ACC-1007,2024-01-15,0.00,7483.77,7483.77,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1007,2024-01-16,104.58,0.00,-104.58,1,1,food_and_beverage,USD,2026-09-18 04:17:43.226021+00:00
ACC-1007,2024-01-24,569.29,0.00,-569.29,1,1,transfer,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1007,2024-02-15,45.41,0.00,-45.41,1,1,food_and_beverage,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1007,2024-03-19,3771.78,0.00,-3771.78,1,1,food_and_beverage,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-01-09,4807.61,0.00,-4807.61,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-01-10,0.00,3649.67,3649.67,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-01-11,3658.81,0.00,-3658.81,1,1,e-commerce,USD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-01-20,0.00,7411.32,7411.32,1,1,,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-01-22,0.00,2039.63,2039.63,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-02-05,44.05,0.00,-44.05,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-02-20,361.76,0.00,-361.76,1,1,payroll,USD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-02-25,0.00,3392.97,3392.97,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-02-26,300.86,0.00,-300.86,1,1,e-commerce,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-02-29,68.21,0.00,-68.21,1,1,home_and_garden,USD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-03-02,102.71,0.00,-102.71,1,1,entertainment,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-03-05,0.00,6749.93,6749.93,1,1,,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-03-12,0.00,6101.80,6101.80,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-03-17,0.00,4663.08,4663.08,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1008,2024-03-29,0.00,3053.02,3053.02,1,1,,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-01-03,80.98,0.00,-80.98,1,1,e-commerce,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-01-07,404.72,0.00,-404.72,1,1,e-commerce,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-01-08,0.00,2414.97,2414.97,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-01-13,0.00,7246.01,7246.01,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-01-28,1793.33,0.00,-1793.33,1,1,entertainment,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-01-29,1380.52,0.00,-1380.52,1,1,home_and_garden,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-02-19,0.00,1481.14,1481.14,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-02-25,0.00,123.91,123.91,1,1,,CHF,2026-09-18 04:17:43.226021+00:00
ACC-1009,2024-03-11,735.97,0.00,-735.97,1,1,home_and_garden,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-01-18,4152.41,893.62,-3258.79,2,2,transfer,USD,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-01-19,0.00,5670.43,5670.43,2,2,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-01-20,1534.92,0.00,-1534.92,1,1,e-commerce,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-01-21,0.00,5775.32,5775.32,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-01-23,0.00,4469.78,4469.78,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-02-03,84.13,0.00,-84.13,1,1,retail,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-02-06,0.00,1117.58,1117.58,1,1,,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-03-04,144.97,0.00,-144.97,1,1,e-commerce,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-03-09,3664.30,0.00,-3664.30,1,1,entertainment,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-03-11,0.00,317.70,317.70,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-03-21,6.10,0.00,-6.10,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-03-25,0.00,522.02,522.02,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1010,2024-03-30,59.38,0.00,-59.38,1,1,food_and_beverage,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-01-14,0.00,4678.67,4678.67,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-01-21,579.22,0.00,-579.22,1,1,transfer,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-02-09,12.66,0.00,-12.66,1,1,e-commerce,USD,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-02-22,3199.08,7912.10,4713.02,2,2,electronics,"EUR,USD",2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-02-26,120.05,0.00,-120.05,1,1,health,USD,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-02-29,0.00,631.92,631.92,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-03-07,0.00,3707.42,3707.42,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-03-17,28.47,0.00,-28.47,1,1,electronics,USD,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-03-26,0.00,2100.42,2100.42,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1011,2024-03-30,0.00,6028.33,6028.33,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-01-10,0.00,1866.07,1866.07,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-01-18,94.28,0.00,-94.28,1,1,food_and_beverage,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-01-24,397.97,0.00,-397.97,1,1,home_and_garden,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-01-28,370.05,0.00,-370.05,1,1,electronics,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-02-12,655.95,0.00,-655.95,1,1,health,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-02-16,0.00,3767.67,3767.67,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-02-24,20.43,3830.29,3809.86,2,2,travel,"EUR,USD",2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-03-07,112.30,0.00,-112.30,1,1,payroll,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-03-23,630.19,5380.84,4750.65,2,2,health,USD,2026-09-18 04:17:43.226021+00:00
ACC-1012,2024-03-30,123.55,0.00,-123.55,1,1,e-commerce,USD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-01-11,0.00,3790.82,3790.82,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-01-14,140.35,0.00,-140.35,1,1,food_and_beverage,USD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-01-31,0.00,2115.32,2115.32,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-02-14,1410.93,7636.97,6226.04,2,2,payroll,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-02-18,649.47,0.00,-649.47,1,1,e-commerce,USD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-02-26,615.88,0.00,-615.88,1,1,electronics,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-02-27,119.05,0.00,-119.05,1,1,home_and_garden,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-02-29,4648.49,0.00,-4648.49,1,1,groceries,USD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-03-03,88.04,0.00,-88.04,1,1,e-commerce,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-03-19,35.25,0.00,-35.25,1,1,electronics,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-03-25,181.26,0.00,-181.26,1,1,health,USD,2026-09-18 04:17:43.226021+00:00
ACC-1013,2024-03-29,58.66,0.00,-58.66,1,1,e-commerce,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-01-06,4428.94,0.00,-4428.94,1,1,food_and_beverage,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-01-27,6.89,0.00,-6.89,1,1,transfer,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-01-31,729.21,0.00,-729.21,2,2,electronics,"USD,EUR",2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-02-03,1971.19,0.00,-1971.19,1,1,health,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-02-11,144.94,0.00,-144.94,1,1,transfer,USD,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-02-19,127.60,0.00,-127.60,1,1,health,CHF,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-02-23,593.30,0.00,-593.30,1,1,groceries,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-03-05,243.79,0.00,-243.79,2,2,travel,USD,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-03-14,4659.69,0.00,-4659.69,1,1,retail,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-03-16,151.88,0.00,-151.88,1,1,payroll,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1014,2024-03-17,706.54,0.00,-706.54,1,1,travel,USD,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-01-07,0.00,6496.33,6496.33,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-01-08,0.00,7142.06,7142.06,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-01-11,52.53,0.00,-52.53,1,1,travel,USD,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-01-12,296.77,0.00,-296.77,2,2,transfer,"USD,EUR",2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-02-18,316.05,4922.41,4606.36,2,2,transfer,"EUR,USD",2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-02-26,673.13,0.00,-673.13,1,1,transportation,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-02-27,72.77,0.00,-72.77,1,1,payroll,USD,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-02-28,4840.77,0.00,-4840.77,2,2,home_and_garden,"CAD,GBP",2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-03-10,16.56,0.00,-16.56,1,1,groceries,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-03-16,745.49,0.00,-745.49,1,1,health,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1015,2024-03-27,4920.43,0.00,-4920.43,1,1,travel,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1016,2024-01-28,675.51,0.00,-675.51,1,1,entertainment,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1016,2024-02-02,198.39,0.00,-198.39,1,1,entertainment,USD,2026-09-18 04:17:43.226021+00:00
ACC-1016,2024-02-20,61.01,0.00,-61.01,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1016,2024-03-07,0.00,7526.67,7526.67,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1016,2024-03-08,129.83,0.00,-129.83,1,1,transfer,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1016,2024-03-30,0.00,3137.34,3137.34,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-01-15,0.00,3760.54,3760.54,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-01-19,124.37,0.00,-124.37,1,1,e-commerce,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-01-22,0.00,1042.72,1042.72,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-01-24,0.00,6662.47,6662.47,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-01-31,0.00,7774.97,7774.97,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-02-07,597.65,0.00,-597.65,1,1,groceries,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-02-10,0.00,1455.80,1455.80,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-02-26,0.00,4516.64,4516.64,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-03-04,952.74,0.00,-952.74,1,1,transportation,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-03-06,72.82,0.00,-72.82,1,1,e-commerce,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-03-20,29.22,0.00,-29.22,1,1,e-commerce,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-03-23,0.00,4154.58,4154.58,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1017,2024-03-28,226.90,0.00,-226.90,1,1,health,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-01-01,217.53,0.00,-217.53,2,2,entertainment,"USD,EUR",2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-01-06,61.09,0.00,-61.09,1,1,home_and_garden,USD,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-01-08,722.47,0.00,-722.47,1,1,travel,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-01-11,104.50,0.00,-104.50,1,1,travel,USD,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-01-28,35.32,0.00,-35.32,1,1,travel,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-02-08,0.00,7401.99,7401.99,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-02-13,0.00,2653.89,2653.89,1,1,,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-02-25,0.00,6048.76,6048.76,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-03-03,766.71,0.00,-766.71,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-03-08,3205.28,0.00,-3205.28,1,1,electronics,USD,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-03-14,214.32,0.00,-214.32,2,2,food_and_beverage,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-03-15,1085.37,0.00,-1085.37,1,1,electronics,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-03-18,58.56,0.00,-58.56,1,1,payroll,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-03-24,380.97,0.00,-380.97,1,1,transfer,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1018,2024-03-25,27.96,0.00,-27.96,1,1,payroll,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-01-06,579.97,0.00,-579.97,1,1,entertainment,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-01-08,1275.43,0.00,-1275.43,1,1,electronics,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-01-17,0.00,3288.85,3288.85,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-01-19,0.00,2057.72,2057.72,1,1,,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-01-29,0.00,7429.65,7429.65,1,1,,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-02-08,56.19,0.00,-56.19,1,1,retail,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-02-11,0.00,2515.51,2515.51,2,2,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-02-18,145.28,0.00,-145.28,1,1,e-commerce,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-02-19,2320.61,0.00,-2320.61,1,1,e-commerce,USD,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-02-21,0.00,4164.49,4164.49,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-03-01,61.32,0.00,-61.32,1,1,groceries,USD,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-03-04,271.00,0.00,-271.00,1,1,health,GBP,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-03-08,650.01,7709.12,7059.11,2,2,payroll,"EUR,USD",2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-03-09,74.50,0.00,-74.50,1,1,food_and_beverage,CAD,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-03-13,0.00,2851.16,2851.16,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-03-17,146.49,0.00,-146.49,1,1,transportation,USD,2026-09-18 04:17:43.226021+00:00
ACC-1019,2024-03-18,0.00,6207.84,6207.84,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-01-03,0.00,3458.70,3458.70,1,1,,USD,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-01-10,0.00,5945.25,5945.25,1,1,,AUD,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-01-23,141.77,0.00,-141.77,1,1,health,CHF,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-01-28,13.44,1504.42,1490.98,2,2,payroll,"USD,CHF",2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-02-02,4257.96,0.00,-4257.96,1,1,entertainment,USD,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-02-03,12.79,1112.81,1100.02,2,2,retail,USD,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-02-12,0.00,1947.53,1947.53,1,1,,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-02-18,90.50,0.00,-90.50,1,1,groceries,USD,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-02-21,0.00,7918.61,7918.61,1,1,,JPY,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-02-22,116.35,0.00,-116.35,1,1,health,USD,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-03-04,345.74,0.00,-345.74,1,1,retail,EUR,2026-09-18 04:17:43.226021+00:00
ACC-1020,2024-03-05,673.10,0.00,-673.10,1,1,food_and_beverage,AUD,2026-09-18 04:17:43.226021+00:00
